股票代码,股票简称
603133,退市碳元
603126,中材节能
603116,红蜻蜓
603057,紫燕食品
603023,*ST威帝
603020,爱普股份
601996,丰林集团
601992,金隅集团
601956,东贝集团
601929,吉视传媒
601880,辽港股份
601818,光大银行
601789,宁波建工
601678,滨化股份
601568,北元集团
601558,退市锐电
601398,工商银行
601330,绿色动力
601299,中国北车
601268,*ST二重
601258,*ST庞大
601226,华电重工
601200,上海环境
601009,南京银行
601005,重庆钢铁
600991,广汽长丰
600982,宁波能源
600978,*ST宜生
600959,江苏有线
600899,*ST信联
600898,*ST美讯
600896,退市海医
600891,退市秋林
600890,退市中房
600884,杉杉股份
600878,*ST北科
600870,退市厦华
600868,梅雁吉祥
600856,退市中天
600852,*ST中川
600849,上药转换
600847,万里股份
600842,中西药业
600840,新湖创业
600836,*ST易连
600832,东方明珠
600829,人民同泰
600823,*ST世茂
600816,建元信托
600815,厦工股份
600813,ST鞍一工
600806,退市昆机
600799,*ST龙科
600791,京能置业
600790,轻纺城
600788,*ST达曼
600786,东方锅炉
600781,退市辅仁
600780,通宝能源
600774,汉商集团
600772,S*ST龙昌
600767,退市运盛
600766,退市园城
600762,S*ST金荔
600752,*ST哈慈
600751,海航科技
600747,退市大控
600744,华银电力
600723,首商股份
600709,ST生态
600701,退市工新
600700,*ST数码
600695,退市绿庭
600687,退市刚泰
600680,*ST上普
600677,*ST航通
600672,*ST华圣
600670,*ST斯达
600669,*ST鞍成
600668,尖峰集团
600666,ST瑞德
600659,*ST花雕
600656,退市博元
600653,申华控股
600652,退市游久
600647,退市同达
600646,ST国嘉
600643,爱建集团
600634,退市富控
600632,华联商厦
600631,百联股份
600627,上电股份
600625,PT水仙
600614,退市鹏起
600607,上实医药
600591,*ST上航
600590,泰豪科技
600579,克劳斯
600567,山鹰国际
600565,ST迪马
600555,退市海创
600553,太行水泥
600552,凯盛科技
600540,新赛股份
600532,退市未来
600527,江南高纤
600518,康美药业
600509,天富能源
600507,方大特钢
600485,*ST信威
600472,包头铝业
600470,六国化工
600466,*ST蓝光
600458,时代新材
600432,退市吉恩
600419,天润乳业
600408,安泰集团
600403,大有能源
600401,退市海润
600400,红豆股份
600395,盘江股份
600393,ST粤泰
600385,退市金泰
600357,承德钒钛
600340,华夏幸福
600333,长春燃气
600328,中盐化工
600321,正源股份
600317,营口港
600311,*ST荣华
600306,退市商城
600297,广汇汽车
600296,S兰铝
600291,退市西水
600290,*ST华仪
600287,ST舜天
600286,S*ST国瓷
600282,南钢股份
600277,ST亿利
600275,退市昌鱼
600270,外运发展
600263,路桥建设
600260,*ST凯乐
600253,天方药业
600247,*ST成城
600242,退市中昌
600240,退市华业
600235,民丰特纸
600225,卓朗科技
600220,ST阳光
600213,*ST亚星
600209,退市罗顿
600205,S山东铝
600192,长城电工
600181,S*ST云大
600175,退市美都
600146,退市环球
600145,退市新亿
600139,*ST西源
600136,ST明诚
600126,杭钢股份
600122,*ST宏图
600102,莱钢股份
600093,退市易见
600092,S*ST精密
600091,退市明科
600090,退市济堂
600087,退市长油
600086,退市金钰
600077,*ST宋都
600074,退市保千
600069,退市银鸽
600068,葛洲坝
600065,*ST联谊
600027,华电国际
600022,山东钢铁
600017,日照港
600005,武钢股份
600003,ST东北高
600002,齐鲁石化
600001,邯郸钢铁
430556,雅达股份
301608,博实结
301606,绿联科技
301552,科力装备
301511,德福科技
301392,汇成真空
301109,军信股份
301088,戎美股份
301038,深水规院
301009,可靠股份
300840,酷特智能
300736,百邦科技
300735,光弘科技
300626,华瑞股份
300569,天能重工
300566,激智科技
300542,新晨科技
300526,中潜退
300517,海波重科
300506,*ST名家
300495,*ST美尚
300477,合纵科技
300459,汤姆猫
300453,三鑫医疗
300431,暴风退
300425,中建环能
300392,腾信退
300372,欣泰退
300370,安控科技
300367,网力退
300362,天翔退
300356,光一退
300338,*ST开元
300336,新文退
300335,迪森股份
300330,计通退
300328,宜安科技
300325,德威退
300314,戴维医疗
300312,邦讯退
300310,宜通世纪
300309,吉艾退
300297,蓝盾退
300296,利亚德
300282,三盛退
300278,华昌达
300273,和佳退
300268,ST佳沃
300262,*ST巴安
300230,永利股份
300216,千山退
300202,聚龙退
300194,福安药业
300186,大华农
300178,腾邦退
300173,福能东方
300160,秀强股份
300156,神雾退
300153,科泰电源
300152,新动力
300127,银河磁体
300116,*ST保力
300105,龙源技术
300104,乐视退
300100,双林股份
300090,盛运退
300089,文化退
300088,长信科技
300079,数码视讯
300064,金刚退
300038,数知退
300028,金亚退
300027,华谊兄弟
300023,宝德退
300019,硅宝科技
300016,北陆药业
300013,*ST新宁
300006,莱美药业
300004,南风股份
003012,东鹏控股
002996,顺博合金
002960,青鸟消防
002923,润都股份
002851,麦格米特
002837,英维克
002818,富森美
002807,江阴银行
002799,环球印务
002796,世嘉科技
002791,坚朗五金
002781,奇信退
002776,*ST柏龙
002770,科迪退
002755,奥赛康
002751,易尚退
002743,富煌钢构
002740,*ST爱迪
002711,欧浦退
002702,海欣食品
002701,奥瑞金
002699,*ST美盛
002695,煌上煌
002684,猛狮退
002681,奋达科技
002680,长生退
002665,ST航高
002645,华宏科技
002640,跨境通
002630,华西能源
002621,*ST美吉
002619,*ST艾格
002618,丹邦退
002612,朗姿股份
002610,ST爱康
002604,龙力退
002593,日上集团
002585,双星新材
002581,未名医药
002567,唐人神
002551,尚荣医疗
002547,春兴精工
002542,中化岩土
002524,光正眼科
002515,金字火腿
002512,达华智能
002509,天茂退
002505,鹏都农牧
002504,*ST弘高
002503,*ST搜特
002502,ST鼎龙
002501,利源股份
002499,科林退
002495,佳隆股份
002486,嘉麟杰
002477,雏鹰退
002473,圣莱退
002464,众应退
002462,嘉事堂
002450,康得退
002447,晨鑫退
002443,金洲管道
002435,ST长康
002433,太安退
002426,胜利精密
002417,深南退
002412,汉森制药
002411,必康退
002397,梦洁股份
002387,维信诺
002382,蓝帆医疗
002381,双箭股份
002377,国创高新
002359,北讯退
002358,森源电气
002356,赫美集团
002341,ST新纶
002325,*ST洪涛
002320,海峡股份
002309,*ST中利
002303,美盈森
002293,罗莱生活
002288,*ST超华
002280,ST联络
002278,神开股份
002260,德奥退
002239,奥特佳
002231,奥维通信
002220,天宝退
002204,大连重工
002195,岩山科技
002178,延华智能
002177,御银股份
002169,智光电气
002154,报 喜 鸟
002147,新光退
002145,中核钛白
002143,印纪退
002141,*ST贤丰
002140,东华科技
002118,*ST紫鑫
002113,*ST天润
002108,沧州明珠
002089,新海退
002087,新纺退
002086,东方海洋
002071,长城退
002070,众和退
002067,景兴纸业
002057,中钢天源
002054,德美化工
002042,华孚时尚
002040,南 京 港
002031,巨轮智能
002028,思源电气
002020,京新药业
002018,华信退
002013,中航机电
002002,ST鸿达
001216,华瓷股份
000996,中期退
000993,闽东电力
000982,中银绒业
000981,山子高科
000979,中弘退
000971,*ST高升
000961,ST中南
000956,中原油气
000955,欣龙控股
000939,凯迪退
000929,兰州黄河
000918,*ST嘉凯
000916,华北高速
000892,欢瑞世纪
000868,安凯客车
000866,扬子石化
000861,海印股份
000838,财信发展
000836,ST富通
000835,长动退
000832,*ST龙涤
000827,*ST长兴
000817,辽河油田
000806,银河退
000805,*ST炎黄
000788,北大医药
000787,*ST创智
000780,ST平能
000769,*ST大菲
000765,*ST华信
000763,锦州石化
000760,斯太退
000756,新华制药
000748,长城信息
000732,ST泰禾
000730,*ST环保
000717,中南股份
000716,黑芝麻
000699,S*ST佳纸
000693,华泽退
000689,ST宏业
000687,华讯退
000678,襄阳轴承
000675,ST银山
000673,当代退
000671,ST阳光城
000667,ST美置
000666,经纬纺机
000662,天夏退
000660,*ST南华
000658,ST海洋
000656,*ST金科
000653,ST九州
000652,泰达股份
000639,西王食品
000629,钒钛股份
000621,*ST比特
000619,海螺新材
000618,吉林化工
000616,*ST海投
000613,东海A退
000611,天首退
000607,华媒控股
000606,顺利退
000602,金马集团
000595,宝塔实业
000594,国恒退
000588,PT粤金曼
000587,*ST金洲
000585,东电退
000583,S*ST托普
000578,盐湖集团
000570,苏常柴Ａ
000569,长城股份
000565,渝三峡Ａ
000564,供销大集
000562,宏源证券
000556,PT南洋
000549,S湘火炬
000545,金浦钛业
000542,TCL通讯
000540,*ST中天
000535,*ST猴王
000534,万泽股份
000533,顺钠股份
000530,冰山冷热
000527,美的电器
000526,学大教育
000523,红棉股份
000522,白云山A
000516,国际医学
000515,攀渝钛业
000511,烯碳退
000509,华塑控股
000508,琼民源A
000502,绿景退
000418,小天鹅A
000416,*ST民控
000412,ST五环
000411,英特集团
000410,沈阳机床
000406,石油大明
000405,ST鑫光
000150,*ST宜康
000088,盐 田 港
000056,皇庭国际
000050,深天马Ａ
000047,ST中侨
000046,*ST泛海
000038,大通退
000033,新都退
000024,招商地产
000018,神城A退
000015,PT中浩A
000013,*ST石化A
000005,ST星源
000003,PT金田A
688198,佰仁医疗
301589,诺瓦星云
300776,帝尔激光
301261,恒工精密
688180,君实生物-U
300627,华测导航
688073,毕得医药
600685,中船防务
600885,宏发股份
600259,广晟有色
600482,中国动力
301130,西点药业
603203,快克智能
688652,京仪装备
301565,中仑新材
300938,信测标准
301276,嘉曼服饰
300492,华图山鼎
600079,人福医药
603737,三棵树
688075,安旭生物
003008,开普检测
603231,索宝蛋白
600557,康缘药业
603043,广州酒家
605338,巴比食品
001231,农心科技
002935,天奥电子
605377,华旺科技
688363,华熙生物
837006,晟楠科技
003041,真爱美家
603788,宁波高发
430017,星昊医药
301087,可孚医疗
300816,艾可蓝
300856,科思股份
301588,美新科技
603587,地素时尚
002009,天奇股份
603136,天目湖
603076,乐惠国际
300738,奥飞数据
300812,易天股份
603315,福鞍股份
605337,李子园
605016,百龙创园
301398,星源卓镁
300772,运达股份
301093,华兰股份
300255,常山药业
688627,精智达
603042,华脉科技
300606,金太阳
002989,中天精装
605179,一鸣食品
000026,飞亚达
000524,岭南控股
002893,京能热力
600011,华能国际
301020,密封科技
000581,威孚高科
000969,安泰科技
603058,永吉股份
603678,火炬电子
600513,联环药业
301108,洁雅股份
603105,芯能科技
601611,中国核建
002457,青龙管业
300957,贝泰妮
601238,广汽集团
600188,兖矿能源
600236,桂冠电力
603517,绝味食品
300757,罗博特科
300320,海达股份
603937,丽岛新材
601328,交通银行
002227,奥 特 迅
301053,远信工业
300755,华致酒行
000680,山推股份
002312,川发龙蟒
300490,华自科技
000048,京基智农
301512,智信精密
603177,德创环保
600955,维远股份
002726,龙大美食
003030,祖名股份
603976,正川股份
600201,生物股份
301267,华厦眼科
002349,精华制药
002978,安宁股份
000623,吉林敖东
600598,北大荒
870299,灿能电力
834765,美之高
002149,西部材料
600099,林海股份
603399,永杉锂业
300724,捷佳伟创
605007,五洲特纸
300177,中海达
000728,国元证券
603306,华懋科技
600215,派斯林
603528,多伦科技
603987,康德莱
300609,汇纳科技
600128,苏豪弘业
605020,永和股份
300586,美联新材
003039,顺控发展
600754,锦江酒店
301157,华塑科技
600025,华能水电
300387,富邦股份
301548,崇德科技
603538,美诺华
002383,合众思壮
002772,众兴菌业
300818,耐普矿机
603060,国检集团
603578,三星新材
000905,厦门港务
002363,隆基机械
002895,川恒股份
002407,多氟多
835184,国源科技
603007,ST花王
601668,中国建筑
601319,中国人保
600835,上海机电
300039,上海凯宝
836422,润普食品
600613,神奇制药
002371,北方华创
002614,奥佳华
603119,浙江荣泰
301148,嘉戎技术
300697,电工合金
603326,我乐家居
601088,中国神华
002597,金禾实业
688257,新锐股份
600479,千金药业
603122,合富中国
002030,达安基因
002762,金发拉比
600925,苏能股份
600004,白云机场
000690,宝新能源
301345,涛涛车业
300725,药石科技
600848,上海临港
601288,农业银行
300025,华星创业
000531,穗恒运Ａ
300239,东宝生物
300866,安克创新
300343,联创股份
603053,成都燃气
603699,纽威股份
002465,海格通信
002249,大洋电机
300639,凯普生物
300272,开能健康
002643,万润股份
002488,金固股份
603239,浙江仙通
002813,路畅科技
603583,捷昌驱动
600863,内蒙华电
000593,德龙汇能
000507,珠海港
603757,大元泵业
600717,天津港
300172,中电环保
300048,合康新能
300224,正海磁材
600373,中文传媒
688139,海尔生物
688517,金冠电气
300070,碧水源
605060,联德股份
603967,中创物流
002483,润邦股份
002507,涪陵榨菜
605050,福然德
600739,辽宁成大
300692,中环环保
300596,利安隆
002932,明德生物
601800,中国交建
300682,朗新集团
603209,兴通股份
603208,江山欧派
600336,澳柯玛
300739,明阳电路
601368,绿城水务
300567,精测电子
603839,安正时尚
300852,四会富仕
002687,乔治白
688184,帕瓦股份
600517,国网英大
000967,盈峰环境
601872,招商轮船
600805,悦达投资
000786,北新建材
300187,永清环保
000100,TCL科技
002583,海能达
603237,五芳斋
601098,中南传媒
300568,星源材质
000985,大庆华科
600052,东望时代
002683,广东宏大
603885,吉祥航空
002281,光迅科技
300067,安诺其
000042,中洲控股
600956,新天绿能
300121,阳谷华泰
600283,钱江水利
600506,统一股份
600016,民生银行
603279,景津装备
002510,天汽模
002010,传化智联
000762,西藏矿业
833943,优机股份
603511,爱慕股份
000915,华特达因
601838,成都银行
688621,阳光诺和
600854,春兰股份
605399,晨光新材
600526,菲达环保
601608,中信重工
603229,奥翔药业
600032,浙江新能
300760,迈瑞医疗
000651,格力电器
600724,宁波富达
603606,东方电缆
600019,宝钢股份
002438,江苏神通
601018,宁波港
688279,峰岹科技
601008,连云港
688677,海泰新光
301502,华阳智能
300483,首华燃气
600114,东睦股份
301178,天亿马
601666,平煤股份
600248,XD陕建股
600063,皖维高新
002479,富春环保
002225,濮耐股份
301200,大族数控
000863,三湘印象
000488,晨鸣纸业
301007,德迈仕
002733,雄韬股份
605507,国邦医药
002631,德尔未来
002060,广东建工
002347,泰尔股份
603182,嘉华股份
600193,创兴资源
002891,中宠股份
600698,湖南天雁
600558,大西洋
002948,青岛银行
603226,菲林格尔
600664,哈药股份
002390,信邦制药
002101,广东鸿图
300021,大禹节水
300473,德尔股份
600015,华夏银行
836957,汉维科技
600028,中国石化
002879,长缆科技
600223,福瑞达
688082,XD盛美上
002811,郑中设计
002602,世纪华通
603790,雅运股份
002046,国机精工
600149,廊坊发展
300244,迪安诊断
688388,嘉元科技
600301,华锡有色
603966,法兰泰克
002706,良信股份
300432,富临精工
002498,汉缆股份
002171,楚江新材
600425,青松建化
002016,世荣兆业
600121,郑州煤电
603797,联泰环保
688639,华恒生物
000850,华茂股份
002798,帝欧家居
002136,安 纳 达
000420,吉林化纤
688190,云路股份
002566,益盛药业
600355,精伦电子
000828,东莞控股
601083,锦江航运
600098,广州发展
601113,华鼎股份
002835,同为股份
605008,长鸿高科
601222,林洋能源
833819,颖泰生物
600426,华鲁恒升
002361,神剑股份
002081,金 螳 螂
002981,朝阳科技
603725,天安新材
000537,中绿电
600593,大连圣亚
830779,武汉蓝电
603801,志邦家居
000968,蓝焰控股
002882,金龙羽
300233,金城医药
688575,亚辉龙
600008,首创环保
300396,迪瑞医疗
002494,华斯股份
002116,中国海诚
600583,海油工程
301000,肇民科技
002968,新大正
002080,中材科技
600156,华升股份
600323,瀚蓝环境
300948,冠中生态
002266,浙富控股
600529,山东药玻
002969,嘉美包装
603325,博隆技术
002448,中原内配
603178,圣龙股份
300080,易成新能
600589,广东榕泰
300388,节能国祯
600299,安迪苏
000009,中国宝安
300307,慈星股份
002163,海南发展
300685,艾德生物
601601,中国太保
600798,宁波海运
000617,中油资本
000600,建投能源
002307,北新路桥
002998,优彩资源
001366,播恩集团
002958,青农商行
002240,盛新锂能
600378,昊华科技
002329,皇氏集团
601566,九牧王
301213,观想科技
603601,再升科技
300161,华中数控
605099,共创草坪
603990,麦迪科技
600581,八一钢铁
000001,平安银行
601218,吉鑫科技
301026,浩通科技
600268,国电南自
300893,松原股份
600716,凤凰股份
000632,三木集团
000407,胜利股份
002817,黄山胶囊
300910,瑞丰新材
600759,洲际油气
002258,利尔化学
601399,国机重装
002099,海翔药业
603909,建发合诚
600056,中国医药
600051,宁波联合
000528,柳    工
300662,科锐国际
002034,旺能环境
600821,金开新能
839273,一致魔芋
300094,国联水产
688223,晶科能源
601860,紫金银行
002842,翔鹭钨业
603519,立霸股份
002803,吉宏股份
601658,邮储银行
873152,天宏锂电
300912,凯龙高科
688213,思特威-W
002907,华森制药
600267,海正药业
603267,鸿远电子
601866,中远海发
601158,重庆水务
002570,贝因美
603327,福蓉科技
600021,上海电力
002478,常宝股份
002300,太阳电缆
605199,葫芦娃
300181,佐力药业
601908,京运通
002786,银宝山新
002084,海鸥住工
600300,维维股份
600116,XD三峡水
002120,韵达股份
002930,宏川智慧
301011,华立科技
600234,*ST科新
300621,维业股份
603883,老百姓
301071,力量钻石
600727,鲁北化工
002565,顺灏股份
600396,金山股份
300786,国林科技
001217,华尔泰
301070,开勒股份
000723,美锦能源
601689,DR拓普集
001227,兰州银行
301181,标榜股份
002284,亚太股份
688668,鼎通科技
603238,诺邦股份
301065,本立科技
837242,建邦科技
000027,深圳能源
002734,利民股份
603367,辰欣药业
002765,蓝黛科技
002216,三全食品
600844,丹化科技
002526,山东矿机
000683,远兴能源
603669,灵康药业
002603,以岭药业
300003,乐普医疗
600705,中航产融
600423,柳化股份
002721,ST金一
001330,博纳影业
603101,汇嘉时代
688700,东威科技
603080,新疆火炬
600939,重庆建工
600000,浦发银行
600731,湖南海利
600170,上海建工
300488,恒锋工具
601778,晶科科技
000966,长源电力
300399,天利科技
601868,中国能建
002421,达实智能
002277,友阿股份
300926,博俊科技
002635,安洁科技
000333,美的集团
600704,物产中大
603969,银龙股份
002508,老板电器
300825,阿尔特
002419,天虹股份
000919,金陵药业
000028,国药一致
600257,大湖股份
603012,创力集团
600233,圆通速递
603708,家家悦
300629,新劲刚
002132,恒星科技
000823,超声电子
600773,XD西藏城
601888,中国中免
688456,有研粉材
600143,金发科技
836433,大唐药业
000419,通程控股
603808,歌力思
301393,昊帆生物
600392,盛和资源
000800,一汽解放
002918,蒙娜丽莎
688019,安集科技
002601,龙佰集团
002521,齐峰新材
601801,皖新传媒
000513,丽珠集团
000727,冠捷科技
300114,中航电测
601898,中煤能源
834639,晨光电缆
300158,振东制药
002839,张家港行
000881,中广核技
300862,蓝盾光电
000962,东方钽业
300688,创业黑马
600808,马钢股份
300558,贝达药业
873593,鼎智科技
600226,亨通股份
001338,永顺泰
300778,新城市
002836,新宏泽
300466,赛摩智能
688248,南网科技
000598,兴蓉环境
000885,城发环境
688169,石头科技
002506,协鑫集成
300994,久祺股份
600459,贵研铂业
300337,银邦股份
600512,腾达建设
300534,陇神戎发
000518,四环生物
002761,浙江建投
002705,新宝股份
603610,麒盛科技
300063,天龙集团
002206,海 利 得
832662,方盛股份
600389,江山股份
600525,长园集团
002386,天原股份
600500,中化国际
002863,今飞凯达
002263,大东南
603809,豪能股份
688097,博众精工
301515,港通医疗
300727,润禾材料
603693,江苏新能
600985,淮北矿业
600366,宁波韵升
600584,长电科技
600180,瑞茂通
605178,时空科技
605088,冠盛股份
001872,招商港口
600749,西藏旅游
002628,成都路桥
300404,博济医药
603602,纵横通信
873527,夜光明
000877,天山股份
300765,新诺威
300159,新研股份
000551,创元科技
002852,道道全
600285,羚锐制药
300015,爱尔眼科
000990,诚志股份
600929,雪天盐业
600871,石化油服
000422,湖北宜化
600279,重庆港
002022,科华生物
603915,国茂股份
002956,西麦食品
605287,德才股份
600917,重庆燃气
000404,长虹华意
600397,安源煤业
600382,广东明珠
002959,小熊电器
605077,华康股份
600039,四川路桥
301312,智立方
600380,健康元
600023,浙能电力
002936,郑州银行
000951,中国重汽
603777,来伊份
000852,石化机械
300904,威力传动
300790,宇瞳光学
002166,莱茵生物
605305,中际联合
603366,日出东方
601010,文峰股份
300501,海顺新材
301539,宏鑫科技
605259,绿田机械
300242,佳云科技
002632,道明光学
002167,东方锆业
002393,力生制药
600503,华丽家族
300284,苏交科
002051,中工国际
000875,吉电股份
300497,富祥药业
601825,沪农商行
301248,杰创智能
300614,百川畅银
300409,道氏技术
600103,青山纸业
002318,久立特材
603112,华翔股份
601811,新华文轩
000902,新洋丰
300256,星星科技
002615,哈尔斯
002537,海联金汇
601058,赛轮轮胎
603172,万丰股份
603077,和邦生物
000055,方大集团
605368,蓝天燃气
002664,信质集团
600153,建发股份
000998,隆平高科
300604,长川科技
300833,浩洋股份
002175,东方智造
002021,中捷资源
600682,南京新百
600587,新华医疗
603100,川仪股份
300510,金冠股份
000498,山东路桥
601919,中远海控
000589,贵州轮胎
603663,三祥新材
600566,济川药业
832469,富恒新材
002374,中锐股份
601326,秦港股份
600928,西安银行
000034,神州数码
000539,粤电力Ａ
601628,中国人寿
300026,红日药业
300577,开润股份
300529,健帆生物
600919,江苏银行
002078,太阳纸业
688009,中国通号
600308,华泰股份
002326,永太科技
002301,齐心集团
000888,峨眉山Ａ
002047,宝鹰股份
605500,森林包装
601577,长沙银行
002344,海宁皮城
002340,格林美
600348,华阳股份
300254,仟源医药
688526,科前生物
301301,川宁生物
300110,华仁药业
002423,中粮资本
002538,司尔特
300319,麦捷科技
600971,恒源煤电
600594,益佰制药
605005,合兴股份
002977,天箭科技
000610,西安旅游
603861,白云电器
301498,乖宝宠物
600966,博汇纸业
837174,宏裕包材
600824,益民集团
603711,香飘飘
000605,渤海股份
000553,安道麦A
600793,宜宾纸业
300698,万马科技
301257,普蕊斯
000710,贝瑞基因
688116,天奈科技
838171,邦德股份
300074,华平股份
002226,江南化工
833873,中设咨询
603358,XD华达科
000692,惠天热电
603681,永冠新材
002662,京威股份
603378,XD亚士创
600352,浙江龙盛
601137,博威合金
688778,厦钨新能
603095,越剑智能
600713,南京医药
600569,安阳钢铁
600467,好当家
300759,康龙化成
600897,厦门空港
600819,耀皮玻璃
002588,史丹利
600138,中青旅
000700,模塑科技
603661,恒林股份
600707,彩虹股份
600572,康恩贝
832566,梓橦宫
300109,新开源
002187,广百股份
600211,西藏药业
301103,何氏眼科
601001,晋控煤业
600107,美尔雅
000608,阳光股份
688266,泽璟制药-U
603318,水发燃气
000822,山东海化
688283,坤恒顺维
002215,诺 普 信
688179,阿拉丁
600807,济南高新
000428,华天酒店
600585,海螺水泥
603228,景旺电子
000959,首钢股份
300097,智云股份
000883,湖北能源
600123,兰花科创
000826,启迪环境
002409,雅克科技
603658,安图生物
300081,恒信东方
833914,远航精密
301004,嘉益股份
603158,腾龙股份
300843,胜蓝股份
601019,山东出版
002075,沙钢股份
600284,浦东建设
689009,九号公司-WD
603866,桃李面包
000719,中原传媒
603408,建霖家居
600227,赤天化
000893,亚钾国际
600758,辽宁能源
002127,南极电商
600546,山煤国际
600857,宁波中百
002745,木林森
000592,平潭发展
000933,神火股份
002870,香山股份
001206,依依股份
603107,上海汽配
600651,飞乐音响
002223,鱼跃医疗
300149,睿智医药
000059,华锦股份
000058,深 赛 格
300881,盛德鑫泰
002242,九阳股份
600543,莫高股份
300305,裕兴股份
600873,梅花生物
600741,华域汽车
833171,国航远洋
002262,恩华药业
000848,承德露露
601116,三江购物
600706,曲江文旅
300001,特锐德
002497,雅化集团
000159,国际实业
830879,基康仪器
002641,公元股份
603818,曲美家居
600168,武汉控股
002578,闽发铝业
002849,威星智能
603219,富佳股份
301488,豪恩汽电
002306,中科云网
600258,首旅酒店
603355,莱克电气
835640,富士达
600855,航天长峰
002489,浙江永强
605378,野马电池
601939,建设银行
002420,毅昌科技
002728,特一药业
000633,合金投资
002029,七 匹 狼
601500,通用股份
000930,中粮科技
603558,健盛集团
600075,新疆天业
003816,中国广核
872374,云里物里
002032,苏 泊 尔
000887,中鼎股份
300556,丝路视觉
600738,丽尚国潮
300091,金通灵
002024,ST易购
000911,广农糖业
300415,伊之密
300289,利德曼
300017,网宿科技
600183,生益科技
835438,戈碧迦
600331,宏达股份
002608,江苏国信
000735,罗 牛 山
601699,潞安环能
002452,长高电新
000757,浩物股份
601279,英利汽车
300771,智莱科技
300643,万通智控
603878,武进不锈
600511,国药股份
300696,爱乐达
688117,圣诺生物
301550,斯菱股份
600108,XD亚盛集
300301,*ST长方
600251,冠农股份
301163,宏德股份
603025,大豪科技
600582,天地科技
300761,立华股份
300247,融捷健康
000006,深振业Ａ
603486,科沃斯
002441,众业达
300145,中金环境
600428,中远海特
600496,精工钢构
002622,皓宸医疗
002088,鲁阳节能
600810,神马股份
002703,浙江世宝
600683,京投发展
000958,电投产融
835185,贝特瑞
600743,华远地产
688127,蓝特光学
605333,沪光股份
600789,鲁抗医药
002172,澳洋健康
605296,神农集团
605166,聚合顺
600377,宁沪高速
600307,酒钢宏兴
603609,禾丰股份
300978,东箭科技
605108,XD同庆楼
600575,淮河能源
002573,清新环境
002228,合兴包装
000778,新兴铸管
002976,瑞玛精密
300086,康芝药业
000019,深粮控股
300269,联建光电
002062,宏润建设
000767,晋控电力
000504,南华生物
000541,佛山照明
300618,寒锐钴业
301386,未来电器
605196,华通线缆
600812,华北制药
831855,浙江大农
002259,ST升达
300147,香雪制药
603255,鼎际得
000921,海信家电
601169,北京银行
600477,杭萧钢构
600280,中央商场
300228,富瑞特装
603527,众源新材
300976,达瑞电子
600073,光明肉业
000790,华神科技
000928,中钢国际
000707,双环科技
834415,恒拓开源
600782,新钢股份
601808,中海油服
001389,广合科技
603008,喜临门
000520,凤凰航运
600054,黄山旅游
603168,莎普爱思
603005,晶方科技
600660,福耀玻璃
002690,美亚光电
600874,创业环保
600252,中恒集团
002454,松芝股份
301090,华润材料
600327,大东方
300879,大叶股份
839719,宁新新材
002606,大连电瓷
002589,瑞康医药
002993,奥海科技
002033,丽江股份
603786,科博达
002378,章源钨业
603199,九华旅游
600097,开创国际
002159,三特索道
600221,海航控股
002323,雅博股份
600035,楚天高速
831445,龙竹科技
000898,鞍钢股份
600729,重庆百货
300900,广联航空
603056,XD德邦股
000807,云铝股份
600516,方大炭素
002955,鸿合科技
000558,莱茵体育
601101,昊华能源
601997,贵阳银行
300267,尔康制药
000793,华闻集团
600499,科达制造
600975,新五丰
603128,华贸物流
601187,厦门银行
600619,海立股份
000011,深物业A
002408,齐翔腾达
603983,丸美股份
002913,奥士康
000007,全新好
603225,新凤鸣
600159,大龙地产
600483,福能股份
300737,科顺股份
002375,亚厦股份
688349,三一重能
002821,凯莱英
002045,国光电器
600576,祥源文旅
002442,龙星化工
603588,高能环境
603998,方盛制药
603320,迪贝电气
600908,无锡银行
605222,起帆电缆
688312,燕麦科技
603590,康辰药业
601233,桐昆股份
600603,广汇物流
002535,林州重机
603001,奥康国际
002966,苏州银行
688578,艾力斯
600502,安徽建工
601952,苏垦农发
600901,江苏金租
300214,日科化学
002283,天润工业
688336,三生国健
600398,海澜之家
000069,华侨城Ａ
002967,广电计量
002543,万和电气
300603,立昂技术
002392,北京利尔
000978,桂林旅游
000910,大亚圣象
603713,密尔克卫
002271,东方雨虹
603897,长城科技
300346,南大光电
688301,奕瑞科技
600549,厦门钨业
000721,西安饮食
603285,键邦股份
002517,恺英网络
002691,冀凯股份
300144,宋城演艺
002274,华昌化工
688631,莱斯信息
002970,锐明技术
002094,青岛金王
600127,金健米业
002193,如意集团
600697,欧亚集团
000913,钱江摩托
603982,泉峰汽车
000548,湖南投资
834261,一诺威
002886,沃特股份
300324,旋极信息
002327,富安娜
300073,当升科技
002203,海亮股份
601179,中国西电
600635,大众公用
600064,南京高科
002292,奥飞娱乐
000403,派林生物
601677,明泰铝业
600800,渤海化学
300125,ST聆达
002471,中超控股
000615,ST美谷
300719,安达维尔
600113,浙江东日
300863,卡倍亿
002773,康弘药业
002097,山河智能
000709,河钢股份
600618,氯碱化工
601139,深圳燃气
000650,仁和药业
600548,深高速
600742,一汽富维
600673,东阳光
002753,永东股份
002190,成飞集成
000601,韶能股份
600469,风神股份
002788,鹭燕医药
000726,鲁  泰Ａ
002986,宇新股份
688114,华大智造
000429,粤高速Ａ
600448,华纺股份
000777,中核科技
601311,骆驼股份
